row_index,source_lang,source_script,source_text,target_lang,target_script,target_text,cosine_similarity
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ell,Grek,Είπε «επειδή τώρα έχουμε 4 μηνών ποντίκια μη διαβητικά τα οποία κάποτε ήταν διαβητικά».,0.05497186938337291
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",0.5287784616863025
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",epo,Latn,"""Ni havas nun 4-monataĝajn musojn, kiuj ne estas diabetaj, sed estis diabetaj"", li aldonis.",0.06963081521835343
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",est,Latn,"""""""Meil on nüüd neljakuused diabeedita hiired, kellel oli varem diabeet,"""" lisas ta.""",0.20774079636229406
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",eus,Latn,“Diabetiko izateari utzi dioten 4 hilabeteko saguak ditugu orain” gehitu zuen.,0.1610989947958224
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ewe,Latn,Egblɔ kpee be afi siwo tsi xɔ ɣleti 4 siwo ŋu suklidɔ mele le gɔmedzedzea o la le suklidɔ fifia,0.1916596477581168
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",fao,Latn,"“Nú hava vit 4 mánaðar gamlar mýs, sum ikki hava sukursjúku, sum fyrr høvdu sukursjúku,” legði hann afturat.",0.5410817291295643
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",fij,Latn,"""Sa tiko vei kedatou na gauna oqo na luveni kalavo vula 4 era dau mate ni suka tu ka sa sega oqo,"" e tomana o koya.",0.21869692471802624
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",fin,Latn,"Meillä on nyt 4 kuukauden ikäisiä hiiriä, jotka olivat ennen diabeetikkoja, mutta eivät ole enää, hän lisäsi.",0.1655198728313116
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",fon,Latn,"“Din ɔn mì ɖò àdjáka ɖe ɖo sùn 4 bɔ yé nɔn djɛ aɖɔ̌vívízɔn ɖayi lo bo ka sɔ lɛ ɖo djidjɛ wɛ din án"", wɛ éɖɔ gɔ nan.",0.20918703966070332
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",fra,Latn,"« Nous avons à présent des souris de 4 mois qui ne sont pas diabétiques alors qu'elles l'étaient auparavant », a-t-il ajouté.",0.09890460300941979
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",fur,Latn,"""Cumò o vin surîs di 4 mês che no son diabetichis che une volte a jerin diabetichis,"" al à zontât.",0.12436683039383974
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",fuv,Latn,"“Jotta minɗo mari ɓera je wala diyabetis bawo ɗum mari no nane no, sai o ɓeddi o wi duuɓi man lebbi nai. ”",0.19087279905533883
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",gaz,Latn,"“Amma nuyi hantuuta ji’a afurii kan dhukkuba sukkaaraa hin qabne kan duraan qaban turan qabna,” itti dabalee.",0.08776241966204815
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",gla,Latn,"“Tha luchagan againn a-nis a tha 4 mìosan a dh’aois is gun tinneas an t-siùcair orra ged a b’ àbhaist do thinneas an t-siùcair a bhith orra,” thuirt e cuideachd.",0.2527325992770721
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",gle,Latn,"""Tá lucha 4 mhí d’aois againn anois a bhíodh diaibéiteach tráth ach nach bhfuil anois,"" a dúirt sé.",0.33764623974188773
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",glg,Latn,"""Agora temos ratos de 4 meses que xa non son diabéticos, pero que no seu momento si que o foron"", engadiu.",0.5967814828396502
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",grn,Latn,"""Ko'ãga roguereko anguja oguerekova 4-jasy ary ha ndoguerekói tuguy azuka, ha oguereko kuri tuguy azuka"", he'i ha'e.",0.11516602481071876
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",guj,Gujr,"""તેમણે ઉમેર્યું, """"હવે અમારી પાસે 4 મહિના પહેલા જન્મેલા ઉંદરો છે જેઓ પહેલા ડાયાબિટીસથી પીડાતા હતા પરંતુ હવે તેઓને ડાયાબિટીસ નથી.""""""",0.5276346490831781
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",hat,Latn,"""Nou gen kounya kèk sourit ki gen 4 mwa ki pa fè sik, men ki te fè l,"" li te ajoute.",0.06142293409490234
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",hau,Latn,"“Yanzu muna bera mai watanni 4 wadanda ba su da ciwon sukari ba wadanda ke da suke fama da ciwon sukari,” in ji shi.",0.5053702336855945
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",heb,Hebr,"""יש לנו כעת עכברים בני 4 חודשים שאינם סוכרתיים ואשר היו סוכרתיים בעבר, הוא הוסיף.""",0.012641216223620275
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",hin,Deva,उन्होंने कहा “कि अब हमारे पास 4 महीने उम्र वाले चूहे हैं जिन्हें मधुमेह नहीं है जो मधुमेह के रोगी थे। ”,0.6136762665734691
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",hne,Deva,"ओमन कहिन, &quot;अब हमन करा 4 महीने के मुसुवामन हांवय जेमन ल शक्‍कर बिमारी नीए ओमन ल शक्‍कर बिमारी बर उपयोग करे जात रहिस ।&quot;",0.05614611692580493
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",hrv,Latn,"""""""Četveromjesečni miševi koji su imali dijabetes sad ga nemaju,"""" dodao je.""",0.5538521930051652
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",hun,Latn,"„Vannak olyan négy hónapos egereink, melyek már nem cukorbetegek, míg előtte azok voltak” - tette hozzá.",0.07829091745492756
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",hye,Armn,"«Մենք հիմա ունենք 4 ամսական մկներ, որոնք, նախկինում շաքարային դիաբետ ունենալով, այժմ չունեն այն,- ավելացրեց նա։»",0.34284099661640555
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ibo,Latn,"Ugbu a, anyị nwere ụmụ oke ọnwa anọ na-arịabu ọrịa shuga mana ha anaghị arịazi ya.",0.20035785435151668
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ilo,Latn,"""Addaan kami ti 4-a-bulan a babbao a dati ket diabetic ngem saan itan,"" nainayonna.",0.5126612266555408
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ind,Latn,"“Saat ini ada mencit umur 4 bulan nondiabetes yang dulunya diabetes,” tambahnya.",0.044613841274140524
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",isl,Latn,"""Nú erum við með 4-mánaða gamlar mýs sem eru ekki sykursjúkar, en voru það áður,"" bætti hann við.",0.7452565751256153
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ita,Latn,"""Abbiamo topi di quattro mesi che prima erano diabetici e ora non lo sono più"", ha aggiunto.",0.5567342856771176
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",jav,Latn,"""Saiki kita nduweni tikus umur-4-sasi sing ora-nduweni-diabetes sing sadurunge nduweni diabetes, ujare. """,0.13880880995522996
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",jpn,Jpan,「我々が飼っている生後4か月のマウスはかつて糖尿病でしたが現在は糖尿病ではない、」と彼は付け加えました。,0.2832543001669409
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kab,Latn,"""Tura nesεa tiɣeṛdayin n 4 n wagguren di leεmeṛ-nsent ur nesεi aṭṭan n skeṛ yuḍnen zik skeṛ,"" i d-yerna.",0.1401519641182614
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kac,Latn,"Shi kahtap tsun ai gaw, ""anhte hta lai sai ten hta sai dwi ana nga ai shata 4 re ai yu ni gaw ya ten sai dwi ana nnga taw sai.""",0.11243114614999689
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kam,Latn,"“Oyu twina kavila kena myei 4 kala kate na kwambatwa ni nthakame o kala vau tene kanai na uwau uu wa sukali”, ongelile uu.",0.16857330056143258
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kan,Knda,""" ಈ ಮೊದಲು ಡಯಾಬೆಟಿಕ್ ಆಗಿದ್ದ ಆದರೆ ಈಗ  ಡಯಾಬೆಟಿಕ್ ಅಲ್ಲದ 4 ತಿಂಗಳ ಇಲಿಗಳು ನಮ್ಮ  ಬಳಿ ಇವೆ,"" ಎಂದು ಅವನು ಹೇಳಿದ.",0.20903244780299488
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kas,Arab,"""وۄنۍ چھِ آسہ نِشٚ 4-ریتٕنۍ گگر موٗجوٗد یِم نہ ڈایٔبِٹِک چِھ حالانکہ برونہہ ٲسۍ تِم ڈایٔبِٹک،"" ٖتمۍ وون مزید۔",0.10883925788656891
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kas,Deva,"""वें छु अस नख 4 रेतन हुनद अख गगुर यूस गेर ज़ियाबितस मरीज़ छु यूस ज़ियाबितस औस,"" तेम वोन।",0.17004824039270533
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kat,Geor,"„ჩვენ ახლა გვყავს 4 თვის ასაკის თაგვები, რომლებსაც დიაბეტი ჰქონდათ და ახლა აღარ აქვთ,“ — დასძინა მან.",0.4286940516144294
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kaz,Cyrl,"«Қазір бізде диабетпен ауырған, бірақ қазір диабеті жоқ 4 айлық тышқандар бар», - деп қосты ол.",0.5052828121013866
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kbp,Latn,"Ɛsɔzɩ se : ʺLɛɛlɛɛyɔ ɖɩwɛnɩ fenasɩ 4 holaa mba patɩtasɩ wɛnʋʋ sikiɖi kʋdɔŋ, ŋgʋ ɖooo lɛ paawɛnɩ sikiɖi kʋdɔŋ.ʺ",0.3691331023238856
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kea,Latn,"“Gosi nu tene ratus di 4 mês ki ka é diabétiku ma ki éra diabétiku”, el krisenta.",0.6388243586292244
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",khk,Cyrl,"""Чихрийн шижинтэй байсан ч чихрийн шижингүй болсон 4 сартай хулгана одоо манайд бий"" гэж тэр нэмж хэлэв.",0.3975069704158611
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",khm,Khmr,"""គាត់​បាន​បន្ថែម​ថា បច្ចុប្បន្ន​នេះ យើង​មាន​កណ្ដុរ​ដែល​មាន​អាយុ 4 ខែ ដែល​គ្មាន​ជំងឺ​ទឹក​នោ​ម​ផ្អែម ដែល​ពីមុន​វា​ធ្លាប់​មាន​ជំងឺ​ទឹកនោមផ្អែម។ """,0.18636262769285433
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kik,Latn,"""Rĩu twĩna mbĩa cia mĩeri ĩna irarĩ na mũrimũ wa cukari na rĩu itirĩ naguo"" Nake akĩongerera.",0.348819307467657
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kin,Latn,"Yongeyeho ati: ""Ubu dufite imbeba z'amezi 4 zidafite diyabete ariko zahoze zirwaye diyabete.""",0.3222901632173863
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kir,Cyrl,"Ал мурун ""диабет оорусу менен ооруган, ал эми азыр оорудан айыккан 4 айлык чычкан бар деп кошумчалады"".",0.15362551280809242
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kmb,Latn,"“Mu kindawula twala ni mabengu akala ni 4 kya jimbeji akambe uhaxi wa swikidi ni uhaxi yu”, wabandekesa.",0.1760050083410476
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kmr,Latn,"Wî lê zêde kir; ""vêga mişkên me yên 4 mehî yên ne diyabetîk hene kû ew berê diyabetîk bûn.""",0.27510456961530627
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",knc,Arab,"“كٗمَادٗ نَنْدينْ جُلُوَ كٗنْتَغٗ 4’ء مْبَيجِ سَنْدَ دُو بُرونْ تِيِنْزَنْ كُوَسُوَ شُوُربي مْبَيجِ دُو بَ روْ وَلزٗنَمَ,” سٗ غُللونو.",0.26607546257273046
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",knc,Latn,"“Kǝrmaro nanden Njiluwa kǝntagǝ 4 soga mbeji sandi duwo buron kasuwa shwurǝ be diye sandiya zǝamzǝna ma, ammaa kǝrma sandiya kolzǝna,"" sǝ gullono.",0.11366674763612222
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kon,Latn,"Yandi yikaka nde: ""Beto kele sesepi na bampuku ya ngonda iya ya kele na diabete ve kansi bo vandaka na diabete.""",0.05767165774741758
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",kor,Hang,"""그는 """"현재 4개월 된 당뇨병에서 치료된 생쥐가 있다""""고 덧붙였다.""",0.007530936731737155
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",lao,Laoo,ທ່ານກ່າວຕື່ມວ່າ ດຽວນີ້ ພວກເຮົາມີໜູທີ່ມີອາຍຸ 4 ເດືອນທີ່ບໍ່ເປັນພະຍາດເບົາຫວານ ຊຶ່ງເຄີຍເປັນພະຍາດເບົາຫວານ.,0.2532578552058359
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",lij,Latn,“Oua gh'emmo di ratti de 4 meixi che no son diabetichi e che in avanti ean diabetichi” o l'à azzonto.,0.026036447440886835
